Category,File_ID,Shape,Style,Description,Image_Path,CAD_Path
Prongs,402_402_1521_S.3dm,Marquise,Basket,"Wireframe marquise-shaped basket setting with an open gallery structure, featuring 8 prongs (including V-prongs at the tips) designed for a high-profile stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1521_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1521_S.3dm
Prongs,402_402_1524_S.3dm,Oval,Basket,"A 4-prong high-profile basket setting for an oval stone, featuring a tiered wireframe gallery and two prominent posts for attachment to a ring shank.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1524_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1524_S.3dm
Prongs,402_402_1526_S.3dm,Marquise,Basket,"A high-profile, open basket setting designed for a marquise-shaped stone, featuring six prongs: one at each pointed end and two along each curved side. The undergallery is multi-tiered and open, allowing maximum light.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1526_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1526_S.3dm
Prongs,402_402_1531_S.3dm,Oval,Basket,"An oval 4-prong basket setting with a high profile, featuring a substantial under-gallery structure and tall prongs designed to elevate the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1531_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1531_S.3dm
Prongs,402_402_1532_S.3dm,Oval,Basket with Prongs,"A wireframe CAD model depicting a high-profile basket setting designed for an oval-shaped center stone. The setting features six prominent prongs to secure the main gem, supported by an elaborate gallery structure with multiple curved and straight supports, and includes smaller circular outlines suggesting a halo or accent stones around the main setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1532_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1532_S.3dm
Prongs,402_402_1534_S.3dm,Oval,Basket,"An oval 4-prong basket setting with a high profile, featuring a detailed wireframe structure beneath the stone area, indicating multiple supporting bands and decorative elements.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1534_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1534_S.3dm
Prongs,402_402_1537_S.3dm,Oval,Basket,"A high-profile, 6-prong basket setting designed for an oval-shaped stone. The setting features multiple curved bands forming the basket structure with prominent, sturdy prongs rising from it.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1537_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1537_S.3dm
Prongs,402_402_1539_S.3dm,Oval,Basket,"Wireframe CAD model of a high-profile oval 4-prong basket setting, featuring multiple galleries for stone support.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1539_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1539_S.3dm
Prongs,402_402_1542_S.3dm,Marquise,Basket,"A wireframe CAD model of a marquise-shaped jewelry head. It features a multi-tiered basket style base with two prominent V-prongs at the pointed ends, designed to hold a stone in a high-set profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1542_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1542_S.3dm
Prongs,402_402_1544_S.3dm,Marquise,Prong,"Wireframe CAD model of a marquise-shaped prong setting. It features a multi-tiered, open basket design with 6 main prongs for stone retention: two longer prongs at the pointed ends and two shorter pr prongs along each long side. The setting appears elevated.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1544_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1544_S.3dm
Prongs,402_402_1561_S.3dm,Oval/Elongated Cushion,Basket,Wireframe model of an oval or elongated cushion basket setting. It features four prominent prongs designed to hold a stone in a high-profile position. The basket consists of multiple concentric gallery wires for support and an open design.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1561_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1561_S.3dm
Prongs,402_402_1562_S.3dm,Oval,Basket with prongs,"An oval-shaped basket setting featuring six prongs, designed for a high-profile stone. The basket structure includes multiple horizontal and vertical wire-like supports underneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1562_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_1562_S.3dm
Prongs,402_402_272696_S.3dm,Oval/Cushion,Basket,"A high-profile, four-prong basket setting designed for an oval or cushion-shaped stone. The setting features a prominent central support structure and multiple horizontal bars forming a sturdy basket beneath the stone's girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_272696_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_272696_S.3dm
Prongs,402_402_272703_S.3dm,Oval,Basket,"An oval basket setting designed for a high-set stone, featuring 6 prongs and an intricate open wirework basket structure below the stone's girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_272703_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_272703_S.3dm
Prongs,402_402_272711_S.3dm,Oval,Basket,"A 6-prong basket setting designed for an oval center stone. The setting features a prominent open under-gallery structure, and appears to include provisions for a halo of round accent stones around the main gem, contributing to a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_272711_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_272711_S.3dm
Prongs,402_402_314865_S.3dm,Oval,Basket,"A high-profile, four-prong basket setting designed for an oval stone. It features an open gallery with detailed wirework, including what appears to be milgrain detailing along the upper rim, supporting the central stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_314865_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_314865_S.3dm
Prongs,402_402_314869_S.3dm,Oval,Basket,"An oval 4-prong basket setting featuring multiple horizontal galleries and vertical supports, designed for a high-set stone. The prongs are cylindrical in shape.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_314869_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_314869_S.3dm
Prongs,402_402_314876_S.3dm,Oval,Basket,"An 8-prong basket setting designed for an oval-shaped stone, featuring an open gallery with multiple horizontal wires forming the basket, and a relatively high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_314876_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\402_402_314876_S.3dm
Prongs,411_411_25795_S.3dm,Square,Basket,"A high-profile, four-prong basket setting designed for a square-shaped stone. The setting features substantial, squared-off prongs and a structured base with connecting bars forming a basket beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_25795_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_25795_S.3dm
Prongs,411_411_271977_S.3dm,Round,Basket,"A 4-prong basket setting with a high profile, featuring an intricate under-gallery structure. The prongs have a rectangular cross-section in this wireframe, suggesting suitability for a round or possibly a square-shaped stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_271977_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_271977_S.3dm
Prongs,411_411_272481_S.3dm,Square/Cushion,Basket,"A 4-prong basket setting with a high profile, designed for a square or cushion cut stone. The prongs are substantial and have a squared-off appearance at their tips.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_272481_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_272481_S.3dm
Prongs,411_411_273307_S.3dm,Princess/Square,Peg,"A robust, high-profile four-prong peg head designed for a princess or square-cut stone. The prongs are thick and squared, converging from a substantial base structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_273307_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_273307_S.3dm
Prongs,411_411_276703_S.3dm,Marquise,Basket,"Wireframe model of a four-prong basket setting designed for a marquise-cut stone. It features a high profile with an open, geometric under-gallery structure and a distinct pointed base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_276703_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_276703_S.3dm
Prongs,411_411_85_S.3dm,Pear,Basket,"A wireframe rendering of a high-profile basket setting designed for a pear-shaped stone. It features a V-prong at the pointed end and four additional prongs distributed along the curved sides and shoulders, for a total of 5 prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_85_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_85_S.3dm
Prongs,411_411_88_S.3dm,Square/Princess,Basket,"A wireframe four-prong basket setting with an open, angular structure. The prongs are prominent and appear to have a square cross-section, suggesting it is designed for a square or princess-cut stone, set in a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_88_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_88_S.3dm
Prongs,411_411_91_S.3dm,Square/Princess,Prong,"A four-prong setting designed for a square or princess-cut stone. The setting features substantial, angular prongs that form an open, high-set profile. The underside has a cage-like structure supporting the central stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_91_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_91_S.3dm
Prongs,411_411_94_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting for a round stone, featuring a square central base and an open design to maximize light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_94_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\411_411_94_S.3dm
Prongs,511_511_1000_S.3dm,Round,Basket,A 4-prong high-profile basket setting designed for a round stone. It features a visible gallery and a base for the stone's culet.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_1000_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_1000_S.3dm
Prongs,511_511_1004_S.3dm,Round,Bezel,"Wireframe CAD model of a high-profile, round bezel setting. The setting features a continuous circular rim to secure the stone, supported by an open, multi-tiered basket-like structure composed of concentric rings and vertical posts.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_1004_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_1004_S.3dm
Prongs,511_511_275362_S.3dm,Round,Bezel,"Wireframe CAD model of a round, high-profile bezel setting, featuring a continuous top rim supported by an 8-post open basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275362_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275362_S.3dm
Prongs,511_511_275366_S.3dm,Round,Basket,"A wireframe model of a high-profile, 6-prong round basket setting, featuring multiple concentric rings and vertical supports, designed to elevate the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275366_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275366_S.3dm
Prongs,511_511_275370_S.3dm,Round,Basket,"A high-profile, 8-prong basket setting for a round stone, characterized by multiple concentric horizontal rings and connecting vertical wires creating an intricate, cage-like structure below the stone's girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275370_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275370_S.3dm
Prongs,511_511_275373_S.3dm,Round,Basket,"A high-profile wireframe model of a 6-prong basket setting designed for a round stone, featuring multiple concentric support rings forming the gallery.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275373_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_275373_S.3dm
Prongs,511_511_877_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting for a round stone, featuring multiple tiered basket elements.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_877_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_877_S.3dm
Prongs,511_511_879_S.3dm,Round,Basket,"A tall basket setting for a round stone, featuring 8 prongs and multiple levels of circular support rings beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_879_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_879_S.3dm
Prongs,511_511_881_S.3dm,Round,Basket,"Wireframe drawing of a high-profile, round basket setting with four prongs/supports. It features multiple circular bands forming the basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_881_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_881_S.3dm
Prongs,511_511_884_S.3dm,Round,Basket,"Wireframe model of a 6-prong basket setting for a round stone, showing multiple concentric support rings and vertical prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_884_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_884_S.3dm
Prongs,511_511_887_S.3dm,Round,Basket,"A 6-prong basket setting in a wireframe view, designed for a round stone. It features multiple horizontal support rings, creating a robust structure with a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_887_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_887_S.3dm
Prongs,511_511_890_S.3dm,Round,Basket,"A wireframe CAD model of a high-profile, 6-prong basket setting designed for a round stone, featuring multiple supporting bands and a sturdy base structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_890_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_890_S.3dm
Prongs,511_511_892_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting for a round stone. The wireframe shows a tall gallery structure with six vertical supports (prongs) extending upwards to secure the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_892_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_892_S.3dm
Prongs,511_511_894_S.3dm,Round,Basket,"A wireframe model of a 4-prong basket setting designed for a round stone. It features multiple concentric circular bands forming a supporting cage beneath the stone's girdle, giving it a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_894_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_894_S.3dm
Prongs,511_511_897_S.3dm,Round,Basket,"A 6-prong basket setting, depicted in wireframe, designed for a round gemstone. It features multiple horizontal support rings forming the basket structure, elevating the stone for a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_897_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_897_S.3dm
Prongs,511_511_900_S.3dm,Round,Basket,"Wireframe model of a round 4-prong basket setting with multiple supporting rings, indicating a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_900_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_900_S.3dm
Prongs,511_511_903_S.3dm,Round,Basket,"A 4-prong basket setting for a round stone, depicted as a high-profile wireframe structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_903_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_903_S.3dm
Prongs,511_511_915_S.3dm,Round,Basket,Wireframe rendering of a high-profile 4-prong basket setting designed for a round brilliant stone. The structure includes multiple concentric rings and vertical supports forming a classic basket shape to elevate the stone.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_915_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\511_511_915_S.3dm
Prongs,512_512_909_S.3dm,Rectangular,Basket,"A wireframe CAD model of a four-prong basket setting designed for a rectangular or square cut stone, featuring an elevated open gallery structure below the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_909_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_909_S.3dm
Prongs,512_512_912_S.3dm,N/A,N/A,"The image displays a 3D wireframe model of a geometric box-like structure with internal lines, rendered in purple on a grey background. It does not appear to be a jewelry setting or a head for a gemstone. No identifiable features for a setting are present.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_912_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_912_S.3dm
Prongs,512_512_915_S.3dm,Rectangle,Basket,"A wireframe rendering of a basket setting designed for a rectangular stone. It features four corner prongs that define the stone's placement, with an open, elevated basket structure below, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_915_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_915_S.3dm
Prongs,512_512_917_S.3dm,Rectangular,Basket,"Wireframe drawing of a rectangular basket-style setting, featuring four structural corner supports and a high profile, designed to hold a rectangular or square cut stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_917_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_917_S.3dm
Prongs,512_512_919_S.3dm,Square/Rectangular,Bezel,"Wireframe rendering of a square/rectangular bezel setting featuring continuous, deep side walls designed to fully encircle and elevate the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_919_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_919_S.3dm
Prongs,512_512_920_S.3dm,Square,Basket,"A 4-prong basket setting head designed for a square-shaped stone, rendered as a wireframe. The structure indicates a high profile, lifting the stone significantly.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_920_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_920_S.3dm
Prongs,512_512_923_S.3dm,Cannot determine,Cannot determine,"The image shows a purple wireframe 3D model of a rectangular box or a structural frame with internal divisions, not a jewelry setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_923_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_923_S.3dm
Prongs,512_512_926_S.3dm,Square/Rectangular,Basket,"A wireframe rendering of a 4-prong basket setting designed for a square or rectangular stone. The setting features a distinct base for the stone to rest on, with four vertical prongs at each corner, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_926_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_926_S.3dm
Prongs,512_512_928_S.3dm,Square,Bezel,"A wireframe CAD model of a deep, square setting designed for a square or princess-cut stone. It features continuous metal walls forming a bezel, with an open basket-like structure below, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_928_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_928_S.3dm
Prongs,512_512_930_S.3dm,Not identifiable as a jewelry setting,N/A - Not a jewelry setting,"The image displays a purple wireframe model of a cube on a grey background. It does not depict any features of a jewelry setting (head), such as prongs, bezels, or a defined stone mounting area.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_930_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\512_512_930_S.3dm
Prongs,574_574_140755_S.3dm,Round,Basket,"Wireframe model of a high-profile, 4-prong basket setting for a round stone, featuring multiple horizontal rings and vertical supports forming the basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140755_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140755_S.3dm
Prongs,574_574_140763_S.3dm,Round,Basket,"Wireframe model of a round basket setting, featuring four main vertical supports extending from a circular top rim to a lower circular base, with additional circular bands and cross-bracing for an open, elevated structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140763_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140763_S.3dm
Prongs,574_574_140767_S.3dm,Round,Basket,"A wireframe model of a 4-prong basket setting for a round stone, featuring a high profile with multiple concentric support rings and vertical struts forming the basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140767_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140767_S.3dm
Prongs,574_574_140775_S.3dm,Round,Basket,"Wireframe drawing of a 4-prong basket setting for a round stone, featuring a high profile with multiple horizontal support bands.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140775_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140775_S.3dm
Prongs,574_574_140783_S.3dm,Round,Basket,"A wireframe basket setting for a round stone, featuring four vertical prongs and multiple horizontal bands forming the basket structure, indicating a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140783_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_140783_S.3dm
Prongs,574_574_25675_S.3dm,Round,Basket,"A 4-prong basket setting designed for a round stone, featuring a high profile with multiple support rings below the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25675_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25675_S.3dm
Prongs,574_574_25679_S.3dm,Round,Basket,"A wireframe CAD model of an 8-prong round basket setting. It features a high profile with multiple horizontal bands and vertical supports forming an open, cage-like structure designed to hold a round stone securely and elevate it.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25679_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25679_S.3dm
Prongs,574_574_25681_S.3dm,Round,Basket,"Wireframe model of an 8-prong basket setting for a round stone, showing vertical prongs and horizontal support rings for a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25681_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25681_S.3dm
Prongs,574_574_25687_S.3dm,Round,Basket,"A wireframe model of a high-profile, 4-prong basket setting designed for a round stone, featuring multiple horizontal bands and vertical supports for the stone and structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25687_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25687_S.3dm
Prongs,574_574_25691_S.3dm,Round,Basket,"A wireframe rendering of an 8-prong basket setting designed for a round stone. It features several concentric horizontal support rings and eight vertical prongs, indicating a high profile where the stone would sit prominently.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25691_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25691_S.3dm
Prongs,574_574_25693_S.3dm,Round,Basket,"A wireframe model of a 4-prong round basket setting with a high profile, featuring multiple concentric rings and vertical supports forming the basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25693_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_25693_S.3dm
Prongs,574_574_39946_S.3dm,Round,Basket,"A 6-prong basket setting in a wireframe design, suitable for a round stone with a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_39946_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_39946_S.3dm
Prongs,574_574_39947_S.3dm,Round,Basket,"Wireframe rendering of a high-profile basket setting for a round stone, featuring eight vertical prongs/supports connecting a girdle rail to a lower base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_39947_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_39947_S.3dm
Prongs,574_574_8140_S.3dm,Round,Basket,"Wireframe model of a high-profile, 6-prong basket setting designed for a round stone, featuring multiple circular supports.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_8140_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_8140_S.3dm
Prongs,574_574_814_S.3dm,Round,Basket,"Wireframe model of a high-profile 6-prong basket setting for a round stone, featuring multiple concentric rings for support below the girdle line.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_814_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_814_S.3dm
Prongs,574_574_818_S.3dm,Round,Basket,"An 8-prong basket setting, wireframe model, designed for a round stone. Features an elevated profile with open sides allowing light to pass through the pavilion.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_818_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_818_S.3dm
Prongs,574_574_820_S.3dm,Round,Basket,"A 3D wireframe model depicting a round, 6-prong basket setting with multiple supporting bands for a high-profile stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_820_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_820_S.3dm
Prongs,574_574_826_S.3dm,Round,Basket,"Wireframe 6-prong basket setting for a round stone, featuring multiple horizontal support bands and a tall, elevated profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_826_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_826_S.3dm
Prongs,574_574_830_S.3dm,Round,Basket,"A high-profile basket setting featuring eight prongs and several horizontal support rings, designed for a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_830_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_830_S.3dm
Prongs,574_574_832_S.3dm,Round,Basket,A wireframe model of a 4-prong round basket setting designed to hold a round stone with a high profile.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_832_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\574_574_832_S.3dm
Prongs,577_577_1144_S.3dm,Round,Basket,"Wireframe model of a high-profile, 6-prong basket setting designed for a round stone. The basket structure features multiple horizontal bands and vertical supports below the stone's girdle, creating an open design for maximum light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1144_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1144_S.3dm
Prongs,577_577_1146_S.3dm,Round,Basket,A wireframe model of a high-profile 6-prong basket setting designed for a round stone. The basket features multiple interconnected rings and support structures formed from cylindrical elements.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1146_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1146_S.3dm
Prongs,577_577_1147_S.3dm,Round,Basket,Wireframe model of a 4-prong basket setting designed for a round stone. It features a high profile with visible gallery wires and four substantial prongs extending upwards.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1147_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1147_S.3dm
Prongs,577_577_1148_S.3dm,Round,Basket,"Wireframe CAD model of a 6-prong basket setting designed for a round stone, featuring multiple support rings forming the basket and a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1148_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1148_S.3dm
Prongs,577_577_1150_S.3dm,Round,Basket,"Wireframe render of a 6-prong basket setting designed for a round stone. It features an open gallery with multiple concentric rings and vertical support structures beneath the girdle, leading to a tall, high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1150_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\577_577_1150_S.3dm
